RowNumber;CustomerId;Surname;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited;Frecuencia de compra Mes;CantidadcompraPromedio;Compra_MasResalizada;#¿NOMBRE?;puede acceder;es activo ;Salario Estimado;Numero De producto;Score;Ternuere;Edad;Suma;75%Salary;;;;;;;;;;;;;;;;;;
5336;15596649;Bailey;651;France;Female;39;8;0;1;1;0;137452,57;0;0;44672,08525;3;;;;;;;;;;89344,1705;;;;;;;;;;;;;;;;;;
5337;15700460;Allnutt;530;France;Female;55;4;120905,03;1;0;1;123475,88;1;0;8025,9322;3;;;;;;;;;;80259,322;;;;;;;;;;;;;;;;;;
5338;15724076;Christie;815;Spain;Female;57;5;0;3;0;0;38941,44;1;0;12655,968;15;;;;;;;;;;25311,936;;;;;;;;;;;;;;;;;;
5339;15784000;Pope;715;Germany;Female;34;9;102277,52;1;0;0;177852,57;1;0;11560,41705;15;;;;;;;;;;115604,1705;;;;;;;;;;;;;;;;;;
5340;15733966;Johnstone;496;Germany;Female;55;4;125292,53;1;1;1;31532,96;1;0;6148,9272;6;;;;;;;;;;20496,424;;;;;;;;;;;;;;;;;;
5341;15612667;Bird;680;Spain;Male;42;0;0;1;1;0;136377,21;0;0;17729,0373;14;;;;;;;;;;88645,1865;;;;;;;;;;;;;;;;;;
5342;15654025;Jones;646;France;Female;51;4;101629,3;1;0;0;130541,1;0;0;16970,343;6;;;;;;;;;;84851,715;;;;;;;;;;;;;;;;;;
5343;15589431;Pedder;807;Germany;Male;47;1;171937,27;1;1;1;65636,92;0;0;25598,3988;1;;;;;;;;;;42663,998;;;;;;;;;;;;;;;;;;
5344;15578238;Calabrese;727;France;Male;47;7;0;2;1;0;193305,35;0;0;25129,6955;11;;;;;;;;;;125648,4775;;;;;;;;;;;;;;;;;;
5345;15566269;Chialuka;787;France;Male;25;5;0;2;1;0;47307,9;0;0;3075,0135;3;;;;;;;;;;30750,135;;;;;;;;;;;;;;;;;;
5346;15639217;McKenzie;806;France;Male;34;6;0;2;0;0;100809,99;0;0;26210,5974;2;;;;;;;;;;65526,4935;;;;;;;;;;;;;;;;;;
5347;15688644;Holloway;603;France;Male;31;1;129743,75;1;1;0;109145,2;0;0;42566,628;5;;;;;;;;;;70944,38;;;;;;;;;;;;;;;;;;
5348;15662426;Tang;649;Spain;Male;32;1;0;1;0;1;91167,19;1;0;35555,2041;14;;;;;;;;;;59258,6735;;;;;;;;;;;;;;;;;;
5349;15720511;Byrne;547;Germany;Male;41;3;151191,31;1;1;0;175295,89;1;0;34182,69855;5;;;;;;;;;;113942,3285;;;;;;;;;;;;;;;;;;
5350;15567246;Selwyn;684;Germany;Male;32;3;102630,13;2;1;1;127433,47;0;0;8283,17555;4;;;;;;;;;;82831,7555;;;;;;;;;;;;;;;;;;
5351;15647965;Genovese;477;France;Female;57;9;114023,64;2;1;1;71167,17;1;0;13877,59815;3;;;;;;;;;;46258,6605;;;;;;;;;;;;;;;;;;
5352;15679048;Koger;558;Germany;Male;41;2;124227,14;1;1;1;111184,67;0;0;36135,01775;13;;;;;;;;;;72270,0355;;;;;;;;;;;;;;;;;;
5353;15675749;Baranov;695;France;Female;23;1;0;2;1;1;141756,32;0;0;9214,1608;2;;;;;;;;;;92141,608;;;;;;;;;;;;;;;;;;
5354;15782181;Greco;592;Spain;Male;35;6;80285,16;1;1;0;72678,75;1;0;23620,59375;12;;;;;;;;;;47241,1875;;;;;;;;;;;;;;;;;;
5355;15795738;Owens;789;France;Male;31;4;175477,15;1;1;1;172832,9;0;0;11234,1385;10;;;;;;;;;;112341,385;;;;;;;;;;;;;;;;;;
5356;15773751;Y?;597;France;Female;29;1;132144,35;1;1;0;158086,33;0;0;30826,83435;7;;;;;;;;;;102756,1145;;;;;;;;;;;;;;;;;;
5357;15655436;Kendall;839;Germany;Male;47;2;136911,07;1;1;1;168184,62;1;0;21864,0006;4;;;;;;;;;;109320,003;;;;;;;;;;;;;;;;;;
5358;15691396;Ko;405;Germany;Male;31;5;133299,67;2;1;1;72950,14;0;0;18967,0364;15;;;;;;;;;;47417,591;;;;;;;;;;;;;;;;;;
5359;15796958;Tang;658;France;Male;39;7;0;2;1;0;48378,4;0;0;18867,576;1;;;;;;;;;;31445,96;;;;;;;;;;;;;;;;;;
5360;15801832;Lombardo;684;Germany;Male;42;1;117691;1;1;1;23135,65;1;0;9022,9035;10;;;;;;;;;;15038,1725;;;;;;;;;;;;;;;;;;
5361;15661349;Perkins;633;France;Male;35;10;0;2;1;0;65675,47;0;0;12806,71665;6;;;;;;;;;;42689,0555;;;;;;;;;;;;;;;;;;
5362;15719265;Feng;589;France;Male;46;9;0;2;1;0;170676,67;0;0;55469,91775;9;;;;;;;;;;110939,8355;;;;;;;;;;;;;;;;;;
5363;15779985;Lo;750;Germany;Female;37;1;133199,71;2;1;1;27366,77;0;0;8894,20025;5;;;;;;;;;;17788,4005;;;;;;;;;;;;;;;;;;
5364;15663410;Piccio;771;Spain;Male;51;5;135506,58;3;1;1;152479,64;1;0;49555,883;1;;;;;;;;;;99111,766;;;;;;;;;;;;;;;;;;
5365;15704144;Mazzanti;812;Germany;Male;33;2;127154,14;2;0;1;105383,49;0;0;20549,78055;12;;;;;;;;;;68499,2685;;;;;;;;;;;;;;;;;;
5366;15774104;Chukwualuka;539;Spain;Male;39;2;0;2;1;1;48189,94;0;0;15661,7305;2;;;;;;;;;;31323,461;;;;;;;;;;;;;;;;;;
5367;15812230;Elliot;670;Germany;Female;42;5;49508,79;3;1;1;100324,01;0;0;19563,18195;10;;;;;;;;;;65210,6065;;;;;;;;;;;;;;;;;;
5368;15742848;Gratton;673;France;Male;41;5;0;1;1;1;65657,29;0;0;4267,72385;1;;;;;;;;;;42677,2385;;;;;;;;;;;;;;;;;;
5369;15745326;Carandini;538;France;Female;62;3;75051,49;1;0;0;17682,02;1;0;4597,3252;11;;;;;;;;;;11493,313;;;;;;;;;;;;;;;;;;
5370;15674541;Robinson;575;Spain;Male;52;8;123925,23;1;0;0;111342,66;1;0;14474,5458;1;;;;;;;;;;72372,729;;;;;;;;;;;;;;;;;;
5371;15728564;Lo;682;France;Male;41;6;0;2;0;1;134158,09;1;0;43601,37925;11;;;;;;;;;;87202,7585;;;;;;;;;;;;;;;;;;
5372;15580701;Ma;712;France;Male;33;3;153819,58;1;1;0;79176,09;1;0;15439,33755;2;;;;;;;;;;51464,4585;;;;;;;;;;;;;;;;;;
5373;15688973;Vinogradova;598;Spain;Female;39;5;0;2;1;1;83103,46;0;0;10803,4498;10;;;;;;;;;;54017,249;;;;;;;;;;;;;;;;;;
5374;15709412;H?;776;Spain;Male;30;6;0;2;0;1;63908,86;0;0;4154,0759;1;;;;;;;;;;41540,759;;;;;;;;;;;;;;;;;;
5375;15607753;Alexandrova;606;Spain;Female;23;10;70417,79;1;0;1;90896,04;0;0;29541,213;3;;;;;;;;;;59082,426;;;;;;;;;;;;;;;;;;
5376;15705352;Yang;686;Spain;Male;38;7;111484,88;1;1;1;76076,2;0;0;29669,718;3;;;;;;;;;;49449,53;;;;;;;;;;;;;;;;;;
5377;15602500;Maslova;850;Spain;Male;38;1;146343,98;1;0;1;103902,11;0;0;27014,5486;15;;;;;;;;;;67536,3715;;;;;;;;;;;;;;;;;;
5378;15672437;Buccho;642;France;Male;72;1;160541;2;1;1;142223,94;0;0;27733,6683;8;;;;;;;;;;92445,561;;;;;;;;;;;;;;;;;;
5379;15720968;Young;606;Germany;Male;27;2;130274,26;2;1;0;147533,09;0;0;9589,65085;8;;;;;;;;;;95896,5085;;;;;;;;;;;;;;;;;;
5380;15730796;Barker;627;France;Female;21;7;98993,02;1;1;1;169156,64;0;0;10995,1816;12;;;;;;;;;;109951,816;;;;;;;;;;;;;;;;;;
5381;15768219;Sung;850;Spain;Male;36;0;0;2;1;0;141242,57;0;0;27542,30115;1;;;;;;;;;;91807,6705;;;;;;;;;;;;;;;;;;
5382;15663883;Hansen;850;Germany;Male;32;9;141827,33;2;1;1;149458,73;0;0;38859,2698;14;;;;;;;;;;97148,1745;;;;;;;;;;;;;;;;;;
5383;15589296;Brown;724;France;Female;40;6;110054,45;1;1;1;86950,72;0;0;16955,3904;9;;;;;;;;;;56517,968;;;;;;;;;;;;;;;;;;
5384;15586425;Lo Duca;579;France;Male;28;4;0;2;1;1;176925,69;0;0;69001,0191;1;;;;;;;;;;115001,6985;;;;;;;;;;;;;;;;;;
5385;15679813;Ellis;727;Spain;Male;28;1;0;1;1;0;40357,39;0;0;10492,9214;2;;;;;;;;;;26232,3035;;;;;;;;;;;;;;;;;;
5386;15681410;Korff;813;Germany;Female;36;6;98088,09;1;0;1;26687,22;1;0;8673,3465;3;;;;;;;;;;17346,693;;;;;;;;;;;;;;;;;;
5387;15668283;Gardiner;642;France;Male;48;9;118317,27;4;0;0;78702,98;1;0;5115,6937;8;;;;;;;;;;51156,937;;;;;;;;;;;;;;;;;;
5388;15624072;Kiernan;669;Spain;Male;22;10;0;2;1;0;176163,74;0;0;45802,5724;13;;;;;;;;;;114506,431;;;;;;;;;;;;;;;;;;
5389;15669664;Thompson;574;Germany;Male;54;1;99774,5;1;0;0;4896,11;1;0;1909,4829;12;;;;;;;;;;3182,4715;;;;;;;;;;;;;;;;;;
5390;15682728;Mathews;774;France;Female;32;4;0;2;0;0;114899,13;0;0;22405,33035;13;;;;;;;;;;74684,4345;;;;;;;;;;;;;;;;;;
5391;15573851;Macrossan;735;France;Female;38;1;0;3;0;0;92220,12;1;0;17982,9234;2;;;;;;;;;;59943,078;;;;;;;;;;;;;;;;;;
5392;15733661;Illingworth;639;Spain;Female;27;8;133806,54;2;1;0;6251,3;0;0;2438,007;15;;;;;;;;;;4063,345;;;;;;;;;;;;;;;;;;
5393;15710012;Bowen;738;Spain;Male;44;2;0;2;1;0;43018,82;1;0;11184,8932;6;;;;;;;;;;27962,233;;;;;;;;;;;;;;;;;;
5394;15763327;Craig;835;France;Male;32;8;124993,29;2;1;1;27548,06;0;0;5371,8717;10;;;;;;;;;;17906,239;;;;;;;;;;;;;;;;;;
5395;15668853;Menhennitt;637;Spain;Female;44;0;157622,58;1;1;1;120454,2;0;0;23488,569;7;;;;;;;;;;78295,23;;;;;;;;;;;;;;;;;;
5396;15639303;Moore;589;Germany;Male;48;5;126111,61;1;0;1;133961,19;0;0;8707,47735;2;;;;;;;;;;87074,7735;;;;;;;;;;;;;;;;;;
5397;15691011;Shoebridge;591;France;Male;42;9;161651,37;2;1;1;131753,97;0;0;51384,0483;2;;;;;;;;;;85640,0805;;;;;;;;;;;;;;;;;;
5398;15638513;Palermo;723;France;Female;40;7;142856,95;2;0;0;38019,74;0;0;14827,6986;15;;;;;;;;;;24712,831;;;;;;;;;;;;;;;;;;
5399;15648933;Reilly;831;Germany;Male;44;3;111100,98;1;1;1;28144,07;1;0;3658,7291;10;;;;;;;;;;18293,6455;;;;;;;;;;;;;;;;;;
5400;15628904;Bowen;733;Spain;Male;35;8;102918,38;1;1;1;45959,86;0;0;11949,5636;9;;;;;;;;;;29873,909;;;;;;;;;;;;;;;;;;
5401;15644788;Fyodorov;731;France;Female;30;5;0;2;1;0;189528,72;0;0;24638,7336;6;;;;;;;;;;123193,668;;;;;;;;;;;;;;;;;;
5402;15598161;Clements;654;France;Male;47;10;0;2;1;0;170481,98;0;0;33243,9861;12;;;;;;;;;;110813,287;;;;;;;;;;;;;;;;;;
5403;15745624;McKenzie;828;France;Male;37;4;0;2;1;0;94845,45;0;0;12329,9085;8;;;;;;;;;;61649,5425;;;;;;;;;;;;;;;;;;
5404;15733169;Craig;590;Spain;Male;22;7;125265,61;1;1;1;161253,08;0;0;52407,251;1;;;;;;;;;;104814,502;;;;;;;;;;;;;;;;;;
5405;15801417;Iloerika;657;France;Male;37;4;82500,28;1;1;1;115260,72;0;0;37459,734;4;;;;;;;;;;74919,468;;;;;;;;;;;;;;;;;;
5406;15592707;Dolgorukova;531;Germany;Female;64;2;175754,87;2;1;1;60721,4;0;0;15787,564;9;;;;;;;;;;39468,91;;;;;;;;;;;;;;;;;;
5407;15593954;Eva;516;France;Female;47;6;109387,33;1;0;0;121365,45;0;0;39443,77125;8;;;;;;;;;;78887,5425;;;;;;;;;;;;;;;;;;
5408;15714431;Yeh;561;France;Male;37;1;100443,36;2;0;1;101693,73;0;0;13220,1849;9;;;;;;;;;;66100,9245;;;;;;;;;;;;;;;;;;
5409;15638257;P'an;682;Spain;Female;54;0;83102,72;2;1;1;54132,93;0;0;7037,2809;7;;;;;;;;;;35186,4045;;;;;;;;;;;;;;;;;;
5410;15690939;Howe;575;Spain;Male;28;7;0;1;1;1;10666,05;0;0;1386,5865;11;;;;;;;;;;6932,9325;;;;;;;;;;;;;;;;;;
5411;15723613;Jenkins;623;France;Female;28;4;0;2;1;0;41227,67;0;0;8039,39565;11;;;;;;;;;;26797,9855;;;;;;;;;;;;;;;;;;
5412;15813640;Shih;642;France;Female;40;7;0;2;1;0;10712,82;0;0;1392,6666;6;;;;;;;;;;6963,333;;;;;;;;;;;;;;;;;;
5413;15707322;Nnamdi;779;France;Female;48;2;115290,27;1;0;0;98912,69;1;0;19287,97455;3;;;;;;;;;;64293,2485;;;;;;;;;;;;;;;;;;
5414;15588918;Mitchell;671;France;Female;42;6;0;2;1;0;197202,48;0;0;38454,4836;3;;;;;;;;;;128181,612;;;;;;;;;;;;;;;;;;
5415;15600357;Findlay;495;France;Female;40;1;140197,71;2;1;0;150720,39;0;0;48984,12675;10;;;;;;;;;;97968,2535;;;;;;;;;;;;;;;;;;
5416;15747014;Pisani;850;France;Female;28;1;105245,34;1;0;1;74780,13;0;0;19442,8338;4;;;;;;;;;;48607,0845;;;;;;;;;;;;;;;;;;
5417;15809830;Belisario;630;France;Male;50;8;0;2;0;1;79377,45;0;0;25797,67125;2;;;;;;;;;;51595,3425;;;;;;;;;;;;;;;;;;
5418;15662245;Pomeroy;588;France;Male;32;1;0;2;1;1;8763,87;0;0;1139,3031;9;;;;;;;;;;5696,5155;;;;;;;;;;;;;;;;;;
5419;15651075;Ibrahimova;562;Germany;Male;35;3;142296,13;1;0;1;177112,7;0;0;23024,651;13;;;;;;;;;;115123,255;;;;;;;;;;;;;;;;;;
5420;15594456;K?;740;Spain;Female;56;4;99097,33;1;1;1;85016,64;1;0;27630,408;11;;;;;;;;;;55260,816;;;;;;;;;;;;;;;;;;
5421;15583462;Graham;695;France;Male;28;5;171069,39;2;1;1;88689,4;0;0;5764,811;1;;;;;;;;;;57648,11;;;;;;;;;;;;;;;;;;
5422;15757661;Trevisano;589;France;Female;39;7;0;2;0;0;95985,64;0;0;12478,1332;10;;;;;;;;;;62390,666;;;;;;;;;;;;;;;;;;
5423;15729117;Trevisano;607;France;Female;31;1;102523,88;1;1;1;166792,71;0;0;21683,0523;6;;;;;;;;;;108415,2615;;;;;;;;;;;;;;;;;;
5424;15749671;K?;794;France;Male;35;6;0;2;1;1;68730,91;0;0;17870,0366;8;;;;;;;;;;44675,0915;;;;;;;;;;;;;;;;;;
5425;15566253;Manning;580;Germany;Male;44;9;143391,07;1;0;0;146891,07;1;0;19095,8391;3;;;;;;;;;;95479,1955;;;;;;;;;;;;;;;;;;
5426;15595153;Tucker;644;Germany;Female;44;8;106022,73;2;0;0;148727,42;0;0;38669,1292;1;;;;;;;;;;96672,823;;;;;;;;;;;;;;;;;;
5427;15698572;Schaffer;636;Spain;Female;36;1;0;1;1;0;43134,58;0;0;8411,2431;14;;;;;;;;;;28037,477;;;;;;;;;;;;;;;;;;
5428;15674149;Esomchi;599;Germany;Male;36;3;128960,21;2;1;1;40318,33;0;0;13103,45725;12;;;;;;;;;;26206,9145;;;;;;;;;;;;;;;;;;
5429;15623082;Ch'ang;507;France;Female;35;2;0;2;1;0;97633,93;0;0;12692,4109;8;;;;;;;;;;63462,0545;;;;;;;;;;;;;;;;;;
5430;15797905;Walker;682;France;Female;48;7;0;2;1;0;65069,03;0;0;21147,43475;12;;;;;;;;;;42294,8695;;;;;;;;;;;;;;;;;;
5431;15746028;Chu;714;France;Female;24;7;0;2;1;0;166335;0;0;43247,1;5;;;;;;;;;;108117,75;;;;;;;;;;;;;;;;;;
5432;15582951;Crawford;696;France;Female;25;8;126442,59;1;1;0;121904,44;0;0;47542,7316;11;;;;;;;;;;79237,886;;;;;;;;;;;;;;;;;;
5433;15616471;Milne;599;Spain;Male;51;0;0;1;1;1;175235,99;0;0;34171,01805;12;;;;;;;;;;113903,3935;;;;;;;;;;;;;;;;;;
5434;15641575;Anenechukwu;577;France;Male;37;2;127261,35;1;1;0;56185,05;0;0;7304,0565;15;;;;;;;;;;36520,2825;;;;;;;;;;;;;;;;;;
5435;15638803;Donaldson;733;Spain;Female;32;5;0;2;1;0;131625,14;0;0;42778,1705;1;;;;;;;;;;85556,341;;;;;;;;;;;;;;;;;;
5436;15808283;Kelly;647;France;Female;33;4;0;1;1;0;152323,04;0;0;39603,9904;7;;;;;;;;;;99009,976;;;;;;;;;;;;;;;;;;
5437;15811200;Ts'ao;831;France;Female;34;2;0;2;0;0;165840,94;0;0;64677,9666;7;;;;;;;;;;107796,611;;;;;;;;;;;;;;;;;;
5438;15733476;Gonzalez;543;Germany;Male;30;6;73481,05;1;1;1;176692,65;0;0;34455,06675;3;;;;;;;;;;114850,2225;;;;;;;;;;;;;;;;;;
5439;15633274;Tai;679;France;Male;34;7;160515,37;1;1;0;121904,14;0;0;39618,8455;5;;;;;;;;;;79237,691;;;;;;;;;;;;;;;;;;
5440;15582168;Muravyova;713;Germany;Female;61;4;149525,34;2;1;0;123663,63;0;0;32152,5438;6;;;;;;;;;;80381,3595;;;;;;;;;;;;;;;;;;
5441;15807269;Milanesi;690;Germany;Male;43;2;166522,78;1;0;0;119644,59;1;0;38884,49175;3;;;;;;;;;;77768,9835;;;;;;;;;;;;;;;;;;
5442;15602979;Lin;751;France;Male;29;1;135536,5;1;1;0;66825,33;0;0;4343,64645;10;;;;;;;;;;43436,4645;;;;;;;;;;;;;;;;;;
5443;15660417;Lambert;613;Germany;Female;43;10;120481,69;1;0;0;94875,03;1;0;24667,5078;4;;;;;;;;;;61668,7695;;;;;;;;;;;;;;;;;;
5444;15590199;Temple;701;Spain;Male;28;1;103421,32;1;0;1;76304,73;0;0;9919,6149;9;;;;;;;;;;49598,0745;;;;;;;;;;;;;;;;;;
5445;15641794;Ridley;698;France;Male;33;5;135658,73;2;0;1;39755;0;0;15504,45;11;;;;;;;;;;25840,75;;;;;;;;;;;;;;;;;;
5446;15779174;Young;451;France;Female;36;2;0;2;1;1;180142,42;0;0;11709,2573;12;;;;;;;;;;117092,573;;;;;;;;;;;;;;;;;;
5447;15785547;Slye;665;France;Male;28;8;191402,82;2;1;0;83238,4;0;0;32462,976;4;;;;;;;;;;54104,96;;;;;;;;;;;;;;;;;;
5448;15795124;Pan;726;Germany;Male;50;9;94504,35;1;0;1;5078,9;0;0;1980,771;11;;;;;;;;;;3301,285;;;;;;;;;;;;;;;;;;
5449;15718912;Hsueh;608;Germany;Female;44;5;126147,84;1;0;1;132424,69;1;0;8607,60485;11;;;;;;;;;;86076,0485;;;;;;;;;;;;;;;;;;
5450;15592028;Roberts;549;France;Female;46;7;0;1;1;1;109057,56;0;0;35443,707;8;;;;;;;;;;70887,414;;;;;;;;;;;;;;;;;;
5451;15580227;Moss;803;France;Male;33;6;0;2;1;0;115676,61;0;0;22556,93895;3;;;;;;;;;;75189,7965;;;;;;;;;;;;;;;;;;
5452;15657830;Andrews;663;France;Male;43;4;87624,03;2;1;0;149401,33;0;0;19422,1729;12;;;;;;;;;;97110,8645;;;;;;;;;;;;;;;;;;
5453;15798256;Takasuka;558;France;Female;45;1;153697,53;2;0;0;89891,4;1;0;17528,823;12;;;;;;;;;;58429,41;;;;;;;;;;;;;;;;;;
5454;15643819;Dawson;714;France;Female;25;4;0;2;0;0;82500,84;0;0;32175,3276;13;;;;;;;;;;53625,546;;;;;;;;;;;;;;;;;;
5455;15754301;Bruche;704;France;Male;39;5;0;1;1;0;6416,92;0;0;1668,3992;15;;;;;;;;;;4170,998;;;;;;;;;;;;;;;;;;
5456;15726855;Oliver;805;Germany;Female;45;9;116585,97;1;1;0;189428,75;1;0;61564,34375;14;;;;;;;;;;123128,6875;;;;;;;;;;;;;;;;;;
5457;15755225;Ryan;659;Germany;Male;34;9;134464,58;2;1;0;178833,34;0;0;11624,1671;9;;;;;;;;;;116241,671;;;;;;;;;;;;;;;;;;
5458;15725221;Sabbatini;738;Germany;Male;62;10;83008,31;1;1;1;42766,03;0;0;16678,7517;1;;;;;;;;;;27797,9195;;;;;;;;;;;;;;;;;;
5459;15789055;Watt;635;Spain;Male;35;2;113635,16;1;1;0;90883,12;0;0;29537,014;13;;;;;;;;;;59074,028;;;;;;;;;;;;;;;;;;
5460;15617507;Wilson;530;Spain;Female;36;7;0;2;1;0;80619,09;0;0;31441,4451;10;;;;;;;;;;52402,4085;;;;;;;;;;;;;;;;;;
5461;15668894;Abramova;661;Germany;Male;41;5;122552,48;2;0;1;120646,4;0;0;7842,016;4;;;;;;;;;;78420,16;;;;;;;;;;;;;;;;;;
5462;15589563;Purdy;531;Spain;Male;31;2;118899,45;2;0;0;41409,36;0;0;5383,2168;5;;;;;;;;;;26916,084;;;;;;;;;;;;;;;;;;
5463;15693162;Higgins;694;France;Female;29;5;99713,87;1;0;0;112317,89;0;0;21901,98855;13;;;;;;;;;;73006,6285;;;;;;;;;;;;;;;;;;
5464;15750099;Marshall;731;France;Female;36;6;0;1;0;0;152128,36;0;0;9888,3434;13;;;;;;;;;;98883,434;;;;;;;;;;;;;;;;;;
5465;15795540;Reye;556;France;Female;36;2;134208,22;1;0;1;177670,57;0;0;69291,5223;14;;;;;;;;;;115485,8705;;;;;;;;;;;;;;;;;;
5466;15794941;Chibueze;647;Germany;Female;41;1;85906,65;3;1;0;189159,97;0;0;73772,3883;12;;;;;;;;;;122953,9805;;;;;;;;;;;;;;;;;;
5467;15611848;Kwemtochukwu;850;Germany;Male;32;3;137714,25;1;0;1;159403,68;0;0;51806,196;15;;;;;;;;;;103612,392;;;;;;;;;;;;;;;;;;
5468;15581237;Biryukova;573;Spain;Male;33;1;160777,9;1;1;1;149536,15;0;0;29159,54925;14;;;;;;;;;;97198,4975;;;;;;;;;;;;;;;;;;
5469;15738150;Chidozie;591;France;Male;45;5;0;2;1;1;155492,87;0;0;40428,1462;4;;;;;;;;;;101070,3655;;;;;;;;;;;;;;;;;;
5470;15678571;Barber;723;France;Male;21;4;0;2;0;0;24847,02;0;0;4845,1689;15;;;;;;;;;;16150,563;;;;;;;;;;;;;;;;;;
5471;15736124;Thompson;617;France;Male;25;1;102585,88;2;1;1;115387,4;0;0;7500,181;12;;;;;;;;;;75001,81;;;;;;;;;;;;;;;;;;
5472;15623202;Maslov;704;Germany;Female;39;10;102556,18;2;1;0;171971,25;1;0;22356,2625;12;;;;;;;;;;111781,3125;;;;;;;;;;;;;;;;;;
5473;15804201;Jones;457;Germany;Male;42;4;126772,57;1;0;1;126106,4;0;0;40984,58;4;;;;;;;;;;81969,16;;;;;;;;;;;;;;;;;;
5474;15596863;Chidumaga;787;Germany;Female;38;3;158373,23;1;1;1;28228,35;0;0;7339,371;3;;;;;;;;;;18348,4275;;;;;;;;;;;;;;;;;;
5475;15696277;Hs?;651;France;Female;34;9;0;2;1;0;138113,71;0;0;53864,3469;5;;;;;;;;;;89773,9115;;;;;;;;;;;;;;;;;;
5476;15748608;Trentini;612;Germany;Male;42;5;141927,1;1;1;1;43018,98;0;0;13981,1685;15;;;;;;;;;;27962,337;;;;;;;;;;;;;;;;;;
5477;15723864;Lucas;828;Spain;Male;47;1;109876,82;2;1;0;83611,45;1;0;5434,74425;13;;;;;;;;;;54347,4425;;;;;;;;;;;;;;;;;;
5478;15802390;Willoughby;724;France;Female;34;2;0;2;1;1;118863,38;0;0;30904,4788;15;;;;;;;;;;77261,197;;;;;;;;;;;;;;;;;;
5479;15774336;Jamieson;648;Germany;Male;44;9;111369,79;2;1;1;91947,74;0;0;23906,4124;5;;;;;;;;;;59766,031;;;;;;;;;;;;;;;;;;
5480;15648766;Robertson;569;Spain;Male;35;3;116969,35;1;0;0;94488,82;0;0;18425,3199;13;;;;;;;;;;61417,733;;;;;;;;;;;;;;;;;;
5481;15659094;Ojiofor;765;Germany;Female;34;8;136729,51;2;0;0;47058,21;0;0;12235,1346;13;;;;;;;;;;30587,8365;;;;;;;;;;;;;;;;;;
5482;15606397;Cameron;577;Germany;Female;44;1;152086,15;1;0;1;44719,5;1;0;11627,07;7;;;;;;;;;;29067,675;;;;;;;;;;;;;;;;;;
5483;15642619;Mayne;603;Spain;Male;46;2;0;2;1;0;174478,54;0;0;56705,5255;13;;;;;;;;;;113411,051;;;;;;;;;;;;;;;;;;
5484;15666032;Mancini;568;Spain;Male;28;1;127289,28;1;0;0;45611,51;0;0;8894,24445;5;;;;;;;;;;29647,4815;;;;;;;;;;;;;;;;;;
5485;15595842;Paramor;748;Germany;Male;45;2;119852,01;1;0;0;73853,94;1;0;9601,0122;6;;;;;;;;;;48005,061;;;;;;;;;;;;;;;;;;
5486;15753837;Young;573;Spain;Male;38;4;0;2;1;1;196517,43;0;0;51094,5318;12;;;;;;;;;;127736,3295;;;;;;;;;;;;;;;;;;
5487;15783882;Daly;771;Spain;Female;41;5;0;2;0;1;92914,67;0;0;18118,36065;14;;;;;;;;;;60394,5355;;;;;;;;;;;;;;;;;;
5488;15799790;Carter;763;France;Male;35;9;0;1;1;1;31372,91;0;0;4078,4783;7;;;;;;;;;;20392,3915;;;;;;;;;;;;;;;;;;
5489;15628155;Dike;410;France;Female;35;7;117183,74;1;1;1;109733,73;0;0;21398,07735;13;;;;;;;;;;71326,9245;;;;;;;;;;;;;;;;;;
5490;15703778;Hughes;728;France;Male;33;8;129907,63;1;0;1;36083,96;0;0;14072,7444;3;;;;;;;;;;23454,574;;;;;;;;;;;;;;;;;;
5491;15722322;Green;655;Spain;Female;78;2;0;2;0;1;188435,38;0;0;61241,4985;5;;;;;;;;;;122482,997;;;;;;;;;;;;;;;;;;
5492;15639278;Chinomso;580;Germany;Female;36;6;145387,32;2;1;1;169963,2;1;0;55238,04;2;;;;;;;;;;110476,08;;;;;;;;;;;;;;;;;;
5493;15568487;Gorshkov;712;France;Male;35;7;124616,23;1;1;1;69320,97;0;0;18023,4522;9;;;;;;;;;;45058,6305;;;;;;;;;;;;;;;;;;
5494;15682084;Chinomso;680;France;Male;31;9;0;2;1;0;36145,53;0;0;7048,37835;6;;;;;;;;;;23494,5945;;;;;;;;;;;;;;;;;;
5495;15642821;Ijendu;383;Spain;Female;48;8;95808,19;1;0;0;137702,01;1;0;26851,89195;10;;;;;;;;;;89506,3065;;;;;;;;;;;;;;;;;;
5496;15601387;Yen;721;France;Male;35;10;0;2;1;0;71594,26;0;0;13960,8807;15;;;;;;;;;;46536,269;;;;;;;;;;;;;;;;;;
5497;15642515;Arcuri;620;France;Female;42;1;0;2;0;1;65565,92;0;0;21308,924;2;;;;;;;;;;42617,848;;;;;;;;;;;;;;;;;;
5498;15710421;Baresi;774;Spain;Female;36;8;117152,3;1;0;0;101828,39;0;0;6618,84535;14;;;;;;;;;;66188,4535;;;;;;;;;;;;;;;;;;
5499;15726774;Field;563;France;Male;35;3;106250,72;1;0;0;39546,32;0;0;12852,554;15;;;;;;;;;;25705,108;;;;;;;;;;;;;;;;;;
5500;15649078;Christian;850;Germany;Female;27;8;111837,78;2;1;1;110805,79;0;0;36011,88175;11;;;;;;;;;;72023,7635;;;;;;;;;;;;;;;;;;
